,Return_MV,Return_MV_50,Return_VW,Return_VW_50
2017-01-31,0.012481758797172324,0.012922875843705257,0.04788593096527752,0.03557752006147274
2017-02-28,0.04741341326391102,0.0419798388683777,0.027375766923943765,0.05174728301427624
2017-03-31,0.01976319764541388,0.0205137476681243,0.020265321599718902,0.03980651334400907
2017-04-28,0.0010341960286987585,0.0019066992530780843,0.0112936658443075,0.01520229466756688
2017-05-31,0.06128084546271596,0.059916189061928304,0.015862480473345132,0.012190216379701574
2017-06-30,-0.0005645884449445534,0.00046063923362843603,0.0008765620623569321,-0.006301886076539585
2017-07-31,0.008959519624995582,0.007979677624578626,0.04787334866591604,0.045108395805504596
2017-08-31,0.000993178985181575,-0.0025725235657464637,0.026506250478848047,0.025588614342715078
2017-09-29,0.007827054233264612,0.007108833938942714,-0.0063575251811899686,-0.0019088172540161917
2017-10-31,0.0035152549711960236,0.007733089180538707,0.03848793646886568,0.047763763661969015
2017-11-30,0.019227452577092977,0.02124086764468164,-0.005375576655987706,0.010431574876883091
2017-12-29,0.045066852560053994,0.043641048179365885,0.049963272041626296,0.040075200348990016
2018-01-31,0.04038684429442764,0.04034025147561575,0.08882643249047892,0.08614524398834777
2018-02-28,-0.019616448453357988,-0.01970053874468855,-0.04543411677752234,-0.05389963261598049
2018-03-30,0.023271177649469815,0.02306482909528336,-0.018459545672876564,-0.02197705163126364
2018-04-30,-0.011933763535999661,-0.011843046247009673,-0.0006162847750326001,0.0013092388536393865
2018-05-31,-0.03917830944145993,-0.03957531979156719,-0.0435433883445071,-0.051749573943471884
2018-06-29,-0.03486470185948004,-0.03483185802216858,-0.037015193648147274,-0.04464956007225844
2018-07-31,0.013069831860629584,0.012886701147593594,0.035462734292698576,0.03775123218567198
2018-08-31,0.0018686330247135775,0.002192929720995675,-0.016560501761266864,-0.01910936912469968
2018-09-28,0.007841839701789134,0.007786831805564875,0.009753454951553832,0.009096806040671555
2018-10-31,-0.046479917234041,-0.04635892271186491,-0.08179616262465667,-0.07147626541043993
2018-11-30,0.018201641077200924,0.01820951534402701,0.03859924556539528,0.04079119072903894
2018-12-31,0.025479546825776092,0.025399319844461952,-0.017319353320120454,-0.014789878238716579
2019-01-31,0.019837142472341605,0.018908944287849214,0.07535675306829767,0.05638849354866029
2019-02-28,0.017108440626636218,0.018462367494686417,-0.001064325827748992,0.023523408415073603
2019-03-29,0.01702574094083987,0.014337218247120793,0.013310512197267319,0.0005914790957645207
2019-04-30,0.012863426234409519,0.01022490203178571,0.022630431261127938,-0.00033908927861851893
2019-05-31,-0.013538934530988705,-0.01442052257954385,-0.046367709135380034,-0.06146983429610131
2019-06-28,0.04213867391508749,0.038763478426527026,0.05632858433147617,0.03714057915201369
2019-07-31,-0.0067337093188829175,-0.008445310956650173,-0.014556659189884648,-0.0209525392821273
2019-08-30,0.01875592176700719,0.014967173274034077,-0.05665723893257741,-0.05014808759940136
2019-09-30,0.029340141542599642,0.030522214953639947,0.030690332708025632,0.04725881045469528
2019-10-31,0.028917291590353167,0.027549163981656737,0.035442485366987374,0.035678562035841146
2019-11-29,-0.02856060928048508,-0.028413551168634664,-0.010732312527729694,-0.009424169651576778
2019-12-31,0.02144798610794396,0.023144309248648336,0.07193731286734556,0.060219714486507786
2020-01-31,-0.016530819843257712,-0.015227511192144423,-0.04813468699730408,-0.05395373450199355
2020-02-28,-0.035632397078510104,-0.03100278650355261,-0.06668310665085765,-0.08533039102864008
2020-03-31,-0.04802224244618969,-0.04600114460395684,-0.16773359951702824,-0.21416315069670788
2020-04-30,0.0891148148535732,0.08233194986553283,0.09973331212509104,0.11056844924730205
2020-05-29,0.006291462789483827,0.0027651625407751432,0.00403661701956431,0.030468759973694907
2020-06-30,0.06737035444094197,0.07126816958678472,0.06688342599842219,0.07925090245304764
2020-07-31,0.025500654825744932,0.027135082477915247,0.07022882069636277,0.052055010087029605
2020-08-31,-0.013169297711248822,-0.007281372353646769,0.0030181845290829803,-0.0012545989516882044
2020-09-30,-0.019413625437598114,-0.014367557928850583,-0.019605247680657235,-0.03477983973379501
2020-10-30,0.028062110771272963,0.029833609686502664,0.021185733270988015,0.027051022245247643
2020-11-30,0.038789784670757194,0.030988719927442357,0.1134557301962234,0.15383388358095126
2020-12-31,0.026072277561045,0.02887445252434178,0.08657937566300261,0.08497826983458123
2021-01-29,-0.00278683930275984,-0.003945010237926092,0.02918014828156679,0.0014475333023152989
2021-02-26,0.02063792430673338,0.01971745787418893,0.03240062885764572,0.04094614392385931
2021-03-31,0.015496507998461596,0.01731890053389599,0.0013312791465684424,-0.007007114825108664
2021-04-30,0.012073730774643004,0.01714534547693683,0.02331674687384081,0.03107000647695244
2021-05-31,0.011441226252448275,0.011744158798877776,0.03438139461808091,0.03452221940826142
2021-06-30,0.002140585863355561,0.003911460500593282,-0.005307221144583819,0.013385269832070595
2021-07-30,-0.006112082107137175,-0.004231137774892039,-0.044071272940676205,-0.04405108872077187
2021-08-31,0.017739739050065977,0.021542825477536078,0.03892207417902123,0.08447595154217921
2021-09-30,-0.006221773052240855,-0.011857118963552524,-0.023519625659086992,-0.026059867352075893
2021-10-29,0.019026105826961546,0.01979620026961257,0.00831358687904202,-0.014250985523451668
2021-11-30,0.001236091187487215,0.003356948649234228,-0.0346183951428967,0.015398582689099438
2021-12-31,0.018387949531837304,0.02009467099687695,0.03914195104353544,0.01859693894911512
2022-01-31,-0.0017269396973833974,-0.0017157177869442841,0.0031409962086404604,-0.06708300442283348
2022-02-28,0.020003375789388985,0.013881956379024334,-0.046859874162962396,0.038073193481169075
2022-03-31,0.0014538447836681561,0.000559254296160899,0.02149988712648424,0.008055526443150432
2022-04-29,-0.015105969715816922,-0.021124216584546572,-0.04948170020621564,-0.06559999026235568
2022-05-31,-0.0019900714445366253,-0.009010716093680267,0.009589713551350694,0.058528375957746875
2022-06-30,-0.039939249022896056,-0.04307199968991229,-0.07954515228957305,-0.15602860149513717
2022-07-29,0.007142950696360412,0.006090101706519429,0.0021754425441458465,0.06330178818839562
2022-08-31,-0.003811065349622167,-0.010566245652474316,0.019686098987717587,-0.02032977830882779
2022-09-30,-0.05467070140253514,-0.06547215105479053,-0.10183438300618432,-0.07097173515022887
2022-10-31,-0.03227900824396686,-0.0272170538340815,0.002054421319696951,0.06554765052832631
2022-11-30,0.14518600620186306,0.1291219298546895,0.13030652058192793,0.14468969506527374
2022-12-30,-0.03296534353007836,-0.01797450325475381,-0.021504652803766545,-0.049700482912901765
2023-01-31,0.030053315910323702,0.02761517325150644,0.06592644728272506,0.04755768427275634
2023-02-28,-0.00506992144957567,-0.006825158661950575,-0.04502233201620866,-0.003652577710490927
2023-03-31,0.039115073849242045,0.03817789716795055,0.03465116774758933,0.0425905276038075
2023-04-28,0.03354567475143522,0.03277516260419903,0.006240026799391128,-0.028942779622764456
2023-05-31,0.002101337874565138,0.008699556920340025,-0.0015077222069086935,0.04186963316637059
2023-06-30,-0.007756936223094701,-0.0112201280140947,0.033466751579881965,0.0365423403196811
2023-07-31,0.02197501485836385,0.019686017446868986,0.04030316191227326,0.03165710823974976
2023-08-31,-0.022346166792967033,-0.02187026079152732,-0.04645104447443968,-0.010168623519212078
2023-09-29,-0.015348881659358724,-0.02026948942794252,-0.01311344837146348,-0.03104663845843881
2023-10-31,-0.021043700082306157,-0.019398733744374872,-0.03195710067714342,-0.002478249345963992
2023-11-30,0.05752003174588139,0.06218859134669659,0.0797578004799037,0.10317150337795872
2023-12-29,0.029143020220538753,0.030317791681237598,0.047112589922543725,0.05523584045103016
2024-01-31,-0.006055311246922742,-0.0018603041449729112,-0.01588036138197147,-0.015395592843964585
2024-02-29,-0.004066216218063381,-0.00518105988885485,0.030269930957612545,0.0792066472362752
2024-03-29,-0.0258145075622136,-0.025052436259876323,0.029214108396765588,0.025049323646674535
2024-04-30,-0.001275778773062214,-0.004714490744333072,0.011237121455141667,0.02401019282808324
2024-05-31,0.03409536988001485,0.031202815780990465,0.0167089259245527,0.06384756860200075
2024-06-28,-0.016651126554021997,-0.008548240953023893,0.0011274761242914028,0.0021122570737150542
2024-07-31,0.014628494030509271,0.014663856716881578,0.0033561384544027527,0.11193664040345366
2024-08-30,0.03578673646471333,0.037396192277925934,0.016410760928619466,-0.006617356217067267
2024-09-30,0.04647360152441367,0.04600960551316633,0.033649449415632096,-0.004809946194432515
2024-10-31,-0.029416214212970547,-0.033197197447484776,-0.044599597342866844,-0.020479406325322524
2024-11-29,-0.04041180185364929,-0.036456219995865624,-0.027426117591010244,0.01673848160333294
2024-12-31,-0.005725610179750915,-0.003654373056903087,-0.003727389355595296,-0.12802894858473093
2025-01-31,-0.0064851095380945075,-0.004328857340965617,0.005790989433114553,0.029729826702090293
2025-02-28,0.011557808211161317,0.014792333742176667,-0.016052727101173433,-0.012932948564599502
2025-03-31,0.004969065075790612,-0.0019317215495015978,0.02117674856828589,0.010720754804591524
2025-04-30,0.014477193143664276,0.01924354612374525,0.01719267064071639,0.023571447809635004
2025-05-30,0.04094920031928424,0.045976839718710416,0.04569538401909605,0.05046041583020649
2025-06-30,0.0332768775317992,0.03599157679524214,0.05116707431159666,0.05478436681475591
2025-07-31,-0.005730893680102028,-0.010051541057058366,0.01211902428475913,-0.006700675301175431
2025-08-29,0.01595703262303193,0.016944495017485916,0.009444164341674142,0.013651308961685028
2025-09-30,0.025443790538021576,0.024556926846067827,0.05081240033802694,0.05351217716649366
2025-10-31,0.01965573389218938,0.014387293244374757,0.04950246506835604,0.04888298947790812
2025-11-28,0.0024214759273411567,-0.0043506227380896555,-0.009293587917628706,0.03177332571902701
2025-12-31,0.004788253687504448,0.005340658585845913,0.03118947739831997,0.03662570771786916
