,Return_VW,Return_VW_50,Return_NZ
2016-05-31,-0.03680153881975873,-0.04230080033296865,-0.055716932625001
2016-06-30,0.04911991688056786,0.04622922642196311,0.0322502146384309
2016-07-29,0.04726902814829303,0.04657087544087348,0.03970145221915989
2016-08-31,0.02057191798578758,0.01595699077392499,0.015178874844471075
2016-09-30,0.006289415244208573,0.002947670673662119,0.00454130598117408
2016-10-31,0.007586687803876353,-0.005442062758733901,-0.003857009225201753
2016-11-30,-0.03872470243064131,-0.03835064045461318,-0.04042749126410124
2016-12-30,0.018299505286219445,-0.014579987477999875,-0.014234877961876878
2017-01-31,0.04788593096527752,0.03557752006147274,0.037377731364054805
2017-02-28,0.027375766923943765,0.05174728301427624,0.05004645990793608
2017-03-31,0.020265321599718902,0.03980651334400907,0.039652122045664324
2017-04-28,0.0112936658443075,0.01520229466756688,0.01487949877172699
2017-05-31,0.015862480473345132,0.012190216379701574,0.014547185342160499
2017-06-30,0.0008765620623569321,-0.006301886076539585,-0.006329738204399488
2017-07-31,0.04787334866591604,0.045108395805504596,0.04463744905686547
2017-08-31,0.026506250478848047,0.025588614342715078,0.027892323818994202
2017-09-29,-0.0063575251811899686,-0.0019088172540161917,-0.003786537670790078
2017-10-31,0.03848793646886568,0.047763763661969015,0.047280843049838546
2017-11-30,-0.005375576655987706,0.010431574876883091,0.00948889027828498
2017-12-29,0.049963272041626296,0.040075200348990016,0.038846921609930744
2018-01-31,0.08882643249047892,0.08614524398834777,0.0830355934068609
2018-02-28,-0.04543411677752234,-0.05389963261598049,-0.052954071494458035
2018-03-30,-0.018459545672876564,-0.02197705163126364,-0.01886413993509926
2018-04-30,-0.0006162847750326001,0.0013092388536393865,0.002249175662248118
2018-05-31,-0.0435433883445071,-0.051749573943471884,-0.05391574313062251
2018-06-29,-0.037015193648147274,-0.04464956007225844,-0.042399509005413755
2018-07-31,0.035462734292698576,0.03775123218567198,0.038491487223533044
2018-08-31,-0.016560501761266864,-0.01910936912469968,-0.021459885097976965
2018-09-28,0.009753454951553832,0.009096806040671555,0.007118776272310974
2018-10-31,-0.08179616262465667,-0.07147626541043993,-0.07279836943243484
2018-11-30,0.03859924556539528,0.04079119072903894,0.04332756957862454
2018-12-31,-0.017319353320120454,-0.014789878238716579,-0.013666371494362966
2019-01-31,0.07535675306829767,0.05638849354866029,0.05337666075578255
2019-02-28,-0.001064325827748992,0.023523408415073603,0.015124177461104454
2019-03-29,0.013310512197267319,0.0005914790957645207,0.0027958519950366583
2019-04-30,0.022630431261127938,-0.00033908927861851893,0.011523112179005486
2019-05-31,-0.046367709135380034,-0.06146983429610131,-0.06452074938503304
2019-06-28,0.05632858433147617,0.03714057915201369,0.04366905864962317
2019-07-31,-0.014556659189884648,-0.0209525392821273,-0.014539587842436377
2019-08-30,-0.05665723893257741,-0.05014808759940136,-0.048208840395136524
2019-09-30,0.030690332708025632,0.04725881045469528,0.02677531859297264
2019-10-31,0.035442485366987374,0.035678562035841146,0.03495536418445179
2019-11-29,-0.010732312527729694,-0.009424169651576778,-0.003830267007585246
2019-12-31,0.07193731286734556,0.060219714486507786,0.06019908753416051
2020-01-31,-0.04813468699730408,-0.05395373450199355,-0.05373811519857416
2020-02-28,-0.06668310665085765,-0.08533039102864008,-0.08390810364580822
2020-03-31,-0.16773359951702824,-0.21416315069670788,-0.2162639213566226
2020-04-30,0.09973331212509104,0.11056844924730205,0.10723168252684122
2020-05-29,0.00403661701956431,0.030468759973694907,0.030927528001973462
2020-06-30,0.06688342599842219,0.07925090245304764,0.07961415337349596
2020-07-31,0.07022882069636277,0.052055010087029605,0.05497319122944465
2020-08-31,0.0030181845290829803,-0.0012545989516882044,-0.003168859635935416
2020-09-30,-0.019605247680657235,-0.03477983973379501,-0.03815305352684938
2020-10-30,0.021185733270988015,0.027051022245247643,0.025954505338904716
2020-11-30,0.1134557301962234,0.15383388358095126,0.15051696171600829
2020-12-31,0.08657937566300261,0.08497826983458123,0.08164308507599917
2021-01-29,0.02918014828156679,0.0014475333023152989,-0.000468611161887804
2021-02-26,0.03240062885764572,0.04094614392385931,0.040073500710502905
2021-03-31,0.0013312791465684424,-0.007007114825108664,-0.003227016853812553
2021-04-30,0.02331674687384081,0.03107000647695244,0.03108337499007155
2021-05-31,0.03438139461808091,0.03452221940826142,0.03260011699947964
2021-06-30,-0.005307221144583819,0.013385269832070595,0.00993208385508771
2021-07-30,-0.044071272940676205,-0.04405108872077187,-0.04480439923345166
2021-08-31,0.03892207417902123,0.08447595154217921,0.08459810498653815
2021-09-30,-0.023519625659086992,-0.026059867352075893,-0.032578014691891186
2021-10-29,0.00831358687904202,-0.014250985523451668,-0.016812095968979444
2021-11-30,-0.0346183951428967,0.015398582689099438,0.017663281360333093
2021-12-31,0.03914195104353544,0.01859693894911512,0.020759941488434443
2022-01-31,0.0031409962086404604,-0.06708300442283348,-0.06690712767587521
2022-02-28,-0.046859874162962396,0.038073193481169075,0.03827850884823113
2022-03-31,0.02149988712648424,0.008055526443150432,0.007952621375380317
2022-04-29,-0.04948170020621564,-0.06559999026235568,-0.06696597501949002
2022-05-31,0.009589713551350694,0.058528375957746875,0.058908829290802996
2022-06-30,-0.07954515228957305,-0.15602860149513717,-0.15556493645039188
2022-07-29,0.0021754425441458465,0.06330178818839562,0.06357068839176615
2022-08-31,0.019686098987717587,-0.02032977830882779,-0.021119239000924404
2022-09-30,-0.10183438300618432,-0.07097173515022887,-0.07004196384804495
2022-10-31,0.002054421319696951,0.06554765052832631,0.06475656535766276
2022-11-30,0.13030652058192793,0.14468969506527374,0.14392261501217565
2022-12-30,-0.021504652803766545,-0.049700482912901765,-0.05040781271172043
2023-01-31,0.06592644728272506,0.04755768427275634,0.08235198784065534
2023-02-28,-0.04502233201620866,-0.003652577710490927,-0.05730263815288488
2023-03-31,0.03465116774758933,0.0425905276038075,0.03701903781204009
2023-04-28,0.006240026799391128,-0.028942779622764456,0.01612354408178592
2023-05-31,-0.0015077222069086935,0.04186963316637059,0.02706276000970305
2023-06-30,0.033466751579881965,0.0365423403196811,0.08447101018365676
2023-07-31,0.04030316191227326,0.03165710823974976,0.13109676349493346
2023-08-31,-0.04645104447443968,-0.010168623519212078,-0.07809109255784726
2023-09-29,-0.01311344837146348,-0.03104663845843881,-0.04688290316731361
2023-10-31,-0.03195710067714342,-0.002478249345963992,-0.04756532414179706
2023-11-30,0.0797578004799037,0.10317150337795872,0.0998772018706761
2023-12-29,0.047112589922543725,0.05523584045103016,0.044568638628573985
2024-01-31,-0.01588036138197147,-0.015395592843964585,-0.01630064773789266
2024-02-29,0.030269930957612545,0.0792066472362752,0.0802636467778446
2024-03-29,0.029214108396765588,0.025049323646674535,0.027026675655261533
2024-04-30,0.011237121455141667,0.02401019282808324,0.024922148879715694
2024-05-31,0.0167089259245527,0.06384756860200075,0.0668238887641395
2024-06-28,0.0011274761242914028,0.0021122570737150542,0.0068894324101962945
2024-07-31,0.0033561384544027527,0.11193664040345366,0.10548222285003542
2024-08-30,0.016410760928619466,-0.006617356217067267,0.0010961500178794678
2024-09-30,0.033649449415632096,-0.004809946194432515,-0.002881380170262285
2024-10-31,-0.044599597342866844,-0.020479406325322524,-0.02133128507322051
2024-11-29,-0.027426117591010244,0.01673848160333294,0.012846587497583951
2024-12-31,-0.003727389355595296,-0.12802894858473093,-0.11912561113952878
2025-01-31,0.005790989433114553,0.029729826702090293,0.03672919213197084
2025-02-28,-0.016052727101173433,-0.012932948564599502,-0.02618372544999356
2025-03-31,0.02117674856828589,0.010720754804591524,-0.005846039068146629
2025-04-30,0.01719267064071639,0.023571447809635004,0.017389264865710925
2025-05-30,0.04569538401909605,0.05046041583020649,0.02892193831168911
2025-06-30,0.05116707431159666,0.05478436681475591,0.046301674484929355
2025-07-31,0.01211902428475913,-0.006700675301175431,0.034059647519466156
2025-08-29,0.009444164341674142,0.013651308961685028,0.020878053643218205
2025-09-30,0.05081240033802694,0.05351217716649366,0.03183208375762241
2025-10-31,0.04950246506835604,0.04888298947790812,0.102825964391563
2025-11-28,-0.009293587917628706,0.03177332571902701,-0.020809111803598103
2025-12-31,0.03118947739831997,0.03662570771786916,0.039236902418674086
